order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  178	 200	18.2	  15.5269	 6.3549
 1	  219	 199	15.3	  15.7443	 5.4544
 2	  384	 218	21.6	  15.9720	 6.2014
 3	  448	 206	22.2	  16.1606	 5.8297
 4	  484	 210	19.7	  16.2445	 5.3690
 5	  594	 214	21.8	  15.7634	 5.6740
 6	  670	 197	24.0	  15.9551	 5.6778
 7	  729	 181	23.8	  15.6477	 5.8986
 8	  748	 178	20.9	  16.1677	 6.0030
 9	  742	 147	17.7	  16.2711	 5.4469
10	  944	 189	20.5	  15.9772	 6.1112
11	 1082	 186	20.7	  15.9031	 5.6214
12	 1148	 163	22.0	  15.7974	 7.0815
13	 1172	 136	22.3	  15.9299	 6.2513
14	 1262	 130	17.6	  16.1514	 5.9684
15	 1276	 131	17.7	  15.8988	 5.9465
16	 1414	 126	15.4	  16.0647	 5.7032
17	 1354	 138	15.7	  16.2943	 5.8434
18	 1576	 106	22.3	  15.9539	 5.9117
19	 1751	 128	20.3	  16.0913	 5.9243
20	 1765	 128	19.4	  15.3486	 6.0906
21	 2064	 124	21.5	  15.7628	 7.6971
22	 2037	 121	23.4	  16.1269	 6.2009
23	 2058	 120	21.7	  16.0847	 6.6548
24	 2133	 102	24.7	  16.0385	 6.4436
25	 2243	  90	19.9	  15.5775	 6.5185
26	 2361	  84	20.5	  15.8535	 6.6635
27	 2530	  85	16.0	  15.6880	 6.4233
28	 2555	  60	13.6	  16.3965	 6.2447
29	 2683	  56	11.9	  15.8343	 6.8725
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3110	  37	18.1	  15.8801	 6.0684
32	 3069	  85	16.7	  16.0116	 5.8169
33	 3429	  51	16.4	  15.7629	 6.2494
34	 3157	  42	17.6	  15.7452	 6.9608
35	 2692	  13	22.7	  15.6269	 6.3194
36	 3311	  26	 9.7	  15.6008	 6.9114
37	 3297	  53	10.5	  15.8577	 6.5695
38	    0	   0	 0.0	   0.0000	 0.0000
