order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  323	 200	20.1	  15.5480	 6.2078
 1	  398	 199	16.1	  15.7982	 5.3961
 2	  718	 218	21.9	  15.9651	 6.1069
 3	  837	 206	22.3	  16.2790	 6.0120
 4	  903	 210	19.8	  16.2628	 5.4871
 5	 1105	 214	21.7	  15.8998	 5.7118
 6	 1251	 197	23.8	  16.1069	 5.6867
 7	 1352	 181	23.6	  15.6343	 5.8769
 8	 1393	 178	21.0	  16.2637	 6.1234
 9	 1382	 147	17.5	  16.3861	 5.6537
10	 1751	 189	20.3	  15.9840	 6.1531
11	 2001	 186	20.6	  15.9534	 5.6678
12	 2135	 163	22.0	  15.8602	 7.0238
13	 2171	 136	22.5	  15.9725	 6.1300
14	 2331	 130	17.8	  16.2260	 5.9182
15	 2363	 131	17.7	  16.1007	 6.0558
16	 2567	 126	15.9	  16.0589	 5.5461
17	 2462	 138	15.7	  16.2110	 5.8109
18	 2872	 106	22.5	  16.0267	 5.9919
19	 3193	 128	20.5	  16.0900	 5.9443
20	 3217	 128	19.5	  15.4532	 6.0331
21	 3756	 124	21.9	  15.8820	 7.6184
22	 3703	 121	23.5	  16.2672	 6.2156
23	 3721	 120	22.0	  16.1599	 6.5723
24	 3857	 102	24.9	  16.1199	 6.4377
25	 4044	  90	20.1	  15.7942	 6.5407
26	 4257	  84	20.7	  15.9120	 6.6713
27	 4588	  85	16.2	  15.8977	 6.3156
28	 4611	  60	13.7	  16.4691	 6.3879
29	 4814	  56	11.8	  15.8465	 6.9361
30	    0	   0	 0.0	   0.0000	 0.0000
31	 5571	  37	17.9	  15.8558	 6.0555
32	 5481	  85	17.2	  16.0509	 5.8340
33	 6086	  51	16.9	  15.9391	 6.1808
34	 5590	  42	18.1	  15.9037	 6.8754
35	 4772	  13	23.4	  15.7461	 6.4272
36	 5840	  26	10.2	  15.8847	 7.0371
37	 5805	  53	10.7	  16.0580	 6.5635
38	    0	   0	 0.0	   0.0000	 0.0000
