order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  471	 200	20.6	  15.2530	 6.3624
 1	  594	 199	16.8	  15.6208	 5.2915
 2	 1086	 218	22.1	  15.8064	 6.1191
 3	 1286	 206	22.3	  16.0511	 6.0022
 4	 1391	 210	20.1	  16.1209	 5.4730
 5	 1724	 214	21.6	  15.7467	 5.7024
 6	 1948	 197	24.0	  15.8929	 5.7054
 7	 2132	 181	23.8	  15.4995	 5.8900
 8	 2194	 178	21.2	  16.0279	 6.1164
 9	 2185	 147	17.5	  16.0655	 5.6876
10	 2764	 189	20.1	  15.3651	 6.2877
11	 3171	 186	21.0	  15.7682	 5.6004
12	 3378	 163	22.3	  15.6545	 7.0746
13	 3439	 136	22.8	  15.8387	 6.1903
14	 3693	 130	17.9	  16.0075	 5.8732
15	 3729	 131	17.9	  15.8646	 6.0830
16	 4061	 126	16.1	  15.8586	 5.5719
17	 3872	 138	16.0	  16.1264	 5.7919
18	 4545	 106	22.7	  15.8183	 6.0046
19	 5032	 128	20.7	  15.9250	 5.9666
20	 5065	 128	19.9	  15.2019	 6.0093
21	 5883	 124	22.2	  15.6315	 7.5618
22	 5782	 121	23.8	  16.0223	 6.2205
23	 5832	 120	22.2	  15.9927	 6.6231
24	 6008	 102	25.1	  15.9267	 6.4908
25	 6303	  90	20.4	  15.6008	 6.5417
26	 6617	  84	21.2	  15.6800	 6.7007
27	 7119	  85	16.2	  15.6375	 6.4698
28	 7127	  60	14.0	  16.1778	 6.4772
29	 7415	  56	12.2	  15.7525	 6.6782
30	    0	   0	 0.0	   0.0000	 0.0000
31	 8511	  37	17.9	  15.6501	 6.2125
32	 8375	  85	17.3	  15.8728	 5.8303
33	 9302	  51	17.2	  15.7183	 6.2346
34	 8458	  42	17.9	  15.7182	 7.0007
35	 7218	  13	23.4	  15.5944	 6.4697
36	 8664	  26	10.0	  15.7404	 6.8957
37	 8625	  53	10.7	  15.9339	 6.2943
38	    0	   0	 0.0	   0.0000	 0.0000
