order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  169	 200	18.3	  15.5101	 6.1708
 1	  206	 199	15.0	  15.8212	 5.2849
 2	  363	 218	21.1	  16.2031	 6.1737
 3	  425	 206	21.4	  16.3564	 6.1033
 4	  455	 210	19.9	  16.4701	 5.5373
 5	  559	 214	21.2	  15.9814	 5.8168
 6	  628	 197	23.9	  16.1584	 5.7131
 7	  683	 181	24.0	  15.7673	 5.7919
 8	  706	 178	21.0	  16.2612	 6.1120
 9	  701	 147	17.2	  16.4118	 5.5670
10	  882	 189	20.0	  15.5797	 6.1807
11	 1012	 186	20.6	  15.9866	 5.5922
12	 1075	 163	22.0	  15.9053	 6.9291
13	 1090	 136	22.2	  16.0423	 6.1689
14	 1172	 130	17.2	  16.1918	 5.9274
15	 1186	 131	17.4	  16.1283	 6.0673
16	 1299	 126	15.7	  16.2072	 5.5749
17	 1252	 138	15.3	  16.3652	 5.9192
18	 1455	 106	22.0	  16.1820	 6.0645
19	 1606	 128	20.3	  16.2033	 5.9327
20	 1623	 128	19.3	  15.5554	 5.9697
21	 1881	 124	21.6	  15.8779	 7.5871
22	 1863	 121	23.3	  16.3721	 6.2501
23	 1878	 120	21.5	  16.2254	 6.6747
24	 1943	 102	24.7	  16.1542	 6.4189
25	 2039	  90	19.7	  15.7728	 6.5919
26	 2136	  84	20.4	  15.8120	 6.6202
27	 2312	  85	15.8	  15.9444	 6.4969
28	 2319	  60	13.2	  16.3508	 6.4026
29	 2425	  56	11.8	  16.0342	 6.9373
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2803	  37	17.5	  15.7645	 6.0642
32	 2764	  85	16.6	  16.0737	 5.9060
33	 3058	  51	16.7	  16.0459	 6.1210
34	 2816	  42	17.3	  15.9439	 6.8606
35	 2399	  13	23.0	  15.8551	 6.3343
36	 2926	  26	10.0	  16.1641	 6.6926
37	 2962	  53	10.2	  15.9916	 6.5160
38	    0	   0	 0.0	   0.0000	 0.0000
