order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  135	 200	17.7	  15.4084	 6.3309
 1	  163	 199	15.1	  16.2162	 5.2399
 2	  282	 218	20.8	  16.0212	 6.3303
 3	  328	 206	21.5	  16.3114	 6.0772
 4	  352	 210	19.5	  16.1927	 5.5091
 5	  429	 214	21.2	  15.8131	 5.6949
 6	  484	 197	23.8	  15.9290	 5.7168
 7	  529	 181	23.6	  15.5569	 5.8436
 8	  539	 178	20.9	  16.1077	 5.9636
 9	  536	 147	17.4	  16.1624	 5.5340
10	  683	 189	20.4	  15.9085	 6.1644
11	  781	 186	20.8	  15.8936	 5.6390
12	  836	 163	22.3	  15.6836	 7.0219
13	  848	 136	22.1	  15.8408	 6.1715
14	  911	 130	17.5	  16.0695	 5.9279
15	  927	 131	17.6	  15.8514	 6.0301
16	 1022	 126	15.6	  16.1075	 5.6335
17	  983	 138	15.5	  16.2782	 5.7916
18	 1143	 106	22.2	  15.9848	 5.8763
19	 1271	 128	20.0	  16.0948	 5.9813
20	 1280	 128	19.2	  15.4200	 6.0309
21	 1490	 124	21.7	  15.7507	 7.5117
22	 1477	 121	23.1	  16.1563	 6.1778
23	 1488	 120	21.4	  16.1211	 6.6148
24	 1543	 102	24.2	  16.0445	 6.5969
25	 1614	  90	19.7	  15.6928	 6.5892
26	 1715	  84	20.3	  15.8985	 6.7070
27	 1838	  85	16.0	  15.8211	 6.4521
28	 1860	  60	13.4	  16.3084	 6.3348
29	 1944	  56	11.6	  15.7718	 6.9847
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2243	  37	17.2	  15.7373	 6.2157
32	 2219	  85	16.8	  15.9270	 5.8844
33	 2472	  51	16.3	  15.9545	 6.3090
34	 2280	  42	17.5	  15.8529	 6.8139
35	 1966	  13	23.0	  15.6079	 6.3085
36	 2386	  26	 9.9	  15.7487	 7.2583
37	 2382	  53	10.3	  16.0029	 6.3586
38	    0	   0	 0.0	   0.0000	 0.0000
