order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  156	 200	17.6	  15.4683	 5.9418
 1	  189	 199	15.2	  15.9196	 5.2250
 2	  328	 218	21.4	  15.8418	 6.1965
 3	  385	 206	21.5	  16.2680	 6.1590
 4	  413	 210	19.7	  16.2173	 5.5803
 5	  509	 214	21.0	  15.8146	 5.7490
 6	  570	 197	23.5	  16.0610	 5.6309
 7	  622	 181	23.8	  15.4788	 5.9422
 8	  642	 178	20.8	  16.0814	 5.9956
 9	  636	 147	17.3	  16.3361	 5.6605
10	  811	 189	20.5	  15.9279	 6.1693
11	  928	 186	20.6	  15.8682	 5.6880
12	  992	 163	22.0	  15.7647	 7.0360
13	 1011	 136	22.1	  15.8630	 6.3120
14	 1090	 130	17.6	  16.1310	 5.9338
15	 1102	 131	17.4	  15.9057	 6.0429
16	 1218	 126	15.5	  16.0178	 5.6077
17	 1170	 138	15.5	  16.2129	 5.8343
18	 1369	 106	21.9	  15.9836	 6.0876
19	 1519	 128	20.4	  16.0476	 5.8824
20	 1529	 128	19.4	  15.4245	 6.0751
21	 1785	 124	21.6	  15.7579	 7.6439
22	 1763	 121	23.2	  16.1738	 6.2134
23	 1782	 120	21.5	  16.1253	 6.5817
24	 1849	 102	24.3	  16.0453	 6.4685
25	 1942	  90	19.7	  15.7158	 6.6029
26	 2052	  84	20.5	  15.8393	 6.7540
27	 2199	  85	15.9	  15.7735	 6.4405
28	 2226	  60	13.5	  16.3844	 6.4511
29	 2319	  56	11.6	  15.7019	 6.8649
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2696	  37	17.3	  15.6403	 6.1296
32	 2669	  85	16.8	  16.0101	 5.8093
33	 2967	  51	16.6	  15.8370	 6.2062
34	 2740	  42	17.7	  15.7793	 6.8253
35	 2352	  13	23.0	  15.5302	 6.5160
36	 2872	  26	 9.9	  15.6647	 6.4244
37	 2886	  53	10.3	  16.1724	 6.4807
38	    0	   0	 0.0	   0.0000	 0.0000
