order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  354	 200	20.5	  15.3095	 6.4105
 1	  438	 199	17.0	  15.6131	 5.3499
 2	  796	 218	21.9	  15.8861	 6.1703
 3	  940	 206	22.1	  15.9879	 5.9893
 4	 1012	 210	20.0	  16.0493	 5.5026
 5	 1250	 214	21.7	  15.6739	 5.6931
 6	 1409	 197	24.0	  15.8613	 5.6415
 7	 1537	 181	24.0	  15.4456	 5.8414
 8	 1591	 178	21.1	  15.9886	 6.0559
 9	 1574	 147	17.6	  16.0406	 5.6577
10	 2006	 189	20.0	  15.3575	 6.2966
11	 2299	 186	21.0	  15.7490	 5.5776
12	 2453	 163	22.1	  15.6130	 6.9661
13	 2523	 135	22.5	  15.7697	 6.2414
14	 2695	 130	17.7	  16.0064	 5.9717
15	 2735	 131	17.7	  15.7930	 6.1504
16	 2972	 126	16.1	  15.8786	 5.5266
17	 2855	 138	15.9	  16.1405	 5.8243
18	 3346	 106	22.8	  15.7660	 5.9789
19	 3711	 128	20.6	  15.9208	 5.9334
20	 3746	 128	19.6	  15.2491	 6.0283
21	 4359	 124	21.9	  15.6529	 7.6283
22	 4299	 121	23.6	  16.0098	 6.2256
23	 4351	 120	22.1	  15.9569	 6.5913
24	 4490	 102	24.9	  15.9082	 6.4305
25	 4720	  90	20.2	  15.5282	 6.5327
26	 4974	  84	20.9	  15.6582	 6.6823
27	 5361	  85	16.3	  15.6382	 6.3901
28	 5418	  60	13.8	  16.1429	 6.5898
29	 5633	  56	12.0	  15.6680	 6.7572
30	    0	   0	 0.0	   0.0000	 0.0000
31	 6505	  37	18.0	  15.6072	 6.1565
32	 6406	  85	17.2	  15.8641	 5.8028
33	 7136	  51	16.8	  15.7146	 6.1741
34	 6556	  42	17.9	  15.6453	 6.9102
35	 5618	  13	23.3	  15.3624	 6.5645
36	 6806	  26	 9.8	  15.6041	 6.9630
37	 6843	  53	10.8	  15.8394	 6.3906
38	    0	   0	 0.0	   0.0000	 0.0000
