order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  144	 200	18.5	  15.2982	 5.8391
 1	  175	 199	15.3	  15.8981	 5.2915
 2	  302	 218	21.5	  16.0002	 6.0018
 3	  356	 206	21.5	  16.0947	 6.0480
 4	  380	 210	19.4	  16.2128	 5.5744
 5	  470	 214	21.1	  15.8730	 5.8056
 6	  530	 197	23.8	  16.0002	 5.6812
 7	  576	 181	23.6	  15.4967	 5.7904
 8	  596	 178	21.0	  16.2501	 6.0859
 9	  594	 147	17.4	  16.2921	 5.6881
10	  752	 189	20.6	  15.8799	 6.1498
11	  869	 186	20.8	  15.8886	 5.6322
12	  923	 163	21.7	  15.7111	 7.0982
13	  943	 136	22.1	  15.8114	 6.1757
14	 1022	 130	17.3	  16.1434	 6.0102
15	 1037	 131	17.6	  15.9999	 6.1180
16	 1142	 126	15.3	  16.0302	 5.5716
17	 1099	 138	15.5	  16.1325	 5.7537
18	 1281	 106	22.1	  15.9594	 6.0162
19	 1423	 128	20.3	  16.0291	 6.0218
20	 1437	 128	19.0	  15.2984	 6.1639
21	 1677	 124	21.4	  15.7479	 7.7063
22	 1659	 121	23.3	  16.1374	 6.1621
23	 1679	 120	21.5	  16.0459	 6.5091
24	 1740	 102	24.6	  15.9828	 6.3687
25	 1837	  90	19.7	  15.6505	 6.5100
26	 1932	  84	20.6	  15.8648	 6.6629
27	 2080	  85	16.0	  15.7944	 6.2864
28	 2096	  60	13.7	  16.3682	 6.2900
29	 2188	  56	11.8	  15.7152	 6.9754
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2554	  37	17.4	  15.8901	 6.1415
32	 2532	  85	16.8	  15.9451	 5.7600
33	 2813	  51	16.5	  15.8790	 6.2343
34	 2612	  42	17.7	  15.7310	 6.7877
35	 2269	  13	22.5	  15.4144	 6.7432
36	 2735	  26	10.0	  15.9012	 6.3573
37	 2731	  53	10.6	  16.1645	 6.2396
38	    0	   0	 0.0	   0.0000	 0.0000
