order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  158	 200	17.8	  15.3820	 6.4692
 1	  192	 199	15.3	  15.7656	 5.1497
 2	  335	 218	21.5	  15.9378	 6.0379
 3	  392	 206	21.6	  16.0727	 6.0076
 4	  418	 210	19.9	  16.2742	 5.5539
 5	  518	 214	21.1	  15.7665	 5.7239
 6	  578	 197	24.0	  16.0602	 5.7097
 7	  628	 181	23.9	  15.6704	 5.8180
 8	  649	 178	20.9	  16.1962	 6.1094
 9	  646	 147	17.2	  16.1733	 5.7750
10	  817	 189	20.5	  15.9594	 6.0675
11	  934	 186	20.8	  15.8667	 5.6093
12	 1000	 163	21.9	  15.8170	 7.0643
13	 1015	 136	22.0	  15.9402	 6.1513
14	 1095	 130	17.3	  16.1377	 5.9548
15	 1111	 131	17.3	  15.9848	 6.2298
16	 1222	 126	15.3	  15.9392	 5.5452
17	 1176	 138	15.7	  16.2046	 5.7935
18	 1370	 106	22.4	  15.9062	 5.9251
19	 1525	 128	20.2	  16.0971	 6.0075
20	 1535	 128	19.3	  15.4088	 6.0976
21	 1788	 124	21.7	  15.7497	 7.5894
22	 1766	 121	23.2	  16.1675	 6.2278
23	 1785	 120	21.5	  16.0997	 6.6508
24	 1851	 102	24.5	  16.0852	 6.4749
25	 1945	  90	19.8	  15.7293	 6.5555
26	 2051	  84	20.4	  15.7656	 6.7094
27	 2205	  85	16.0	  15.7589	 6.5164
28	 2224	  60	13.5	  16.4341	 6.3570
29	 2329	  56	11.9	  15.8588	 6.6715
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2696	  37	17.5	  15.6679	 6.1883
32	 2670	  85	17.0	  16.0042	 5.7358
33	 2970	  51	16.6	  15.7625	 6.1513
34	 2746	  42	18.1	  15.7277	 6.7947
35	 2366	  13	23.0	  15.7980	 6.2916
36	 2870	  26	 9.7	  15.5693	 6.5961
37	 2872	  53	10.6	  15.9225	 6.4069
38	    0	   0	 0.0	   0.0000	 0.0000
