order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  149	 200	18.2	  15.6182	 6.4430
 1	  182	 199	14.0	  15.6022	 5.3739
 2	  319	 218	20.9	  15.8701	 6.2584
 3	  370	 206	21.3	  16.2301	 5.9489
 4	  398	 210	19.9	  16.2259	 5.4426
 5	  490	 214	21.2	  15.8835	 5.7448
 6	  554	 197	23.8	  15.8349	 5.6650
 7	  605	 181	23.8	  15.5426	 5.8022
 8	  624	 178	21.2	  16.0816	 6.1360
 9	  620	 147	17.1	  16.2096	 5.7295
10	  786	 189	20.5	  15.8592	 6.1965
11	  902	 186	20.8	  15.8705	 5.5978
12	  963	 163	22.1	  15.7388	 7.0052
13	  982	 136	22.4	  15.9128	 6.1596
14	 1061	 130	17.7	  16.1083	 5.9604
15	 1082	 131	17.4	  15.7749	 6.0134
16	 1186	 126	15.6	  16.0338	 5.5236
17	 1142	 138	15.5	  16.2157	 5.7704
18	 1333	 106	22.2	  15.9729	 5.9035
19	 1485	 128	20.2	  15.9892	 5.9174
20	 1495	 128	19.3	  15.3533	 6.0633
21	 1736	 124	21.7	  15.6791	 7.6927
22	 1721	 121	23.0	  16.1228	 6.3143
23	 1741	 120	21.6	  16.0886	 6.6216
24	 1805	 102	24.6	  16.0190	 6.4566
25	 1899	  90	19.8	  15.6678	 6.6016
26	 2005	  84	20.5	  15.8573	 6.7009
27	 2147	  85	16.1	  15.7790	 6.2321
28	 2167	  60	13.3	  16.4046	 6.2926
29	 2261	  56	12.1	  15.8702	 6.5868
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2631	  37	17.1	  15.7709	 6.0973
32	 2614	  85	16.9	  15.9729	 5.8290
33	 2906	  51	16.6	  15.9626	 6.2273
34	 2678	  42	17.5	  15.6927	 6.9556
35	 2340	  13	23.1	  15.5079	 6.4406
36	 2829	  26	10.0	  15.9771	 7.1605
37	 2824	  53	10.2	  16.1404	 6.4610
38	    0	   0	 0.0	   0.0000	 0.0000
