order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  139	 200	14.2	  15.4682	 6.0758
 1	  162	 199	11.7	  15.5848	 5.5104
 2	  257	 218	18.3	  15.7564	 6.2786
 3	  297	 206	19.0	  16.0860	 6.1850
 4	  314	 210	17.6	  16.1826	 5.4594
 5	  382	 214	19.3	  15.8155	 5.7639
 6	  427	 197	21.9	  15.8531	 5.6549
 7	  463	 181	22.1	  15.4773	 5.8448
 8	  478	 178	19.8	  15.9722	 5.9832
 9	  471	 147	17.0	  15.8962	 5.5105
10	  595	 189	19.9	  15.7697	 6.0620
11	  681	 186	20.0	  15.7932	 5.6353
12	  731	 163	21.4	  15.8015	 7.0047
13	  743	 136	21.7	  15.7407	 6.1524
14	  801	 130	17.0	  16.1071	 6.0668
15	  818	 131	17.0	  15.8143	 6.1912
16	  904	 126	14.8	  15.9585	 5.5652
17	  874	 138	15.1	  16.2498	 5.7501
18	 1018	 106	21.5	  15.8384	 6.0107
19	 1130	 128	19.7	  15.9473	 5.9663
20	 1139	 128	18.6	  15.1640	 5.9023
21	 1326	 124	20.7	  15.6591	 7.7076
22	 1313	 121	22.3	  15.9395	 6.2028
23	 1333	 120	21.1	  15.9471	 6.6524
24	 1384	 102	23.7	  15.9572	 6.5421
25	 1460	  90	19.4	  15.5397	 6.7562
26	 1542	  84	20.3	  15.7263	 6.6555
27	 1661	  85	15.2	  15.6489	 6.5515
28	 1685	  60	13.5	  16.2975	 6.2121
29	 1763	  56	11.6	  15.5406	 6.9602
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2054	  37	17.1	  15.5696	 6.1751
32	 2038	  85	16.6	  15.8007	 5.7908
33	 2279	  51	15.9	  15.7136	 6.1515
34	 2109	  42	17.2	  15.5732	 6.9600
35	 1821	  13	22.1	  15.3958	 6.8137
36	 2210	  26	 9.8	  15.7575	 6.6208
37	 2233	  53	10.5	  15.7228	 6.4525
38	    0	   0	 0.0	   0.0000	 0.0000
