order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  140	 200	18.3	  15.6432	 6.1393
 1	  169	 199	14.5	  15.9346	 5.1918
 2	  295	 218	20.7	  16.0444	 6.3885
 3	  343	 206	21.1	  16.2480	 6.0979
 4	  367	 210	19.5	  16.1914	 5.4173
 5	  450	 214	21.3	  15.9018	 5.7275
 6	  508	 197	23.2	  16.0460	 5.7287
 7	  552	 181	23.2	  15.5374	 5.9634
 8	  564	 178	21.0	  16.2410	 6.0856
 9	  563	 147	17.6	  16.1969	 5.4508
10	  714	 189	20.6	  15.8511	 6.0958
11	  814	 186	20.7	  15.9248	 5.6062
12	  867	 163	22.1	  15.8501	 7.0146
13	  885	 136	22.5	  15.9574	 6.2105
14	  950	 130	17.5	  16.1332	 5.8089
15	  967	 131	17.5	  15.9243	 6.1749
16	 1067	 126	15.5	  16.0920	 5.6082
17	 1025	 138	15.5	  16.3326	 5.8651
18	 1194	 106	22.4	  15.9172	 5.9384
19	 1325	 128	20.1	  16.0557	 5.9628
20	 1328	 128	19.4	  15.3760	 6.0391
21	 1554	 124	21.7	  15.7889	 7.5434
22	 1531	 121	23.2	  16.1558	 6.1711
23	 1552	 120	21.5	  16.1100	 6.6334
24	 1611	 102	24.3	  16.1029	 6.4360
25	 1696	  90	19.5	  15.5711	 6.6736
26	 1788	  84	20.4	  15.7825	 6.8458
27	 1915	  85	15.8	  15.8564	 6.4450
28	 1943	  60	13.3	  16.2923	 6.5926
29	 2024	  56	11.9	  15.8016	 7.0792
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2353	  37	18.2	  15.6509	 6.1968
32	 2320	  85	16.8	  16.0186	 5.7182
33	 2583	  51	16.7	  15.8781	 6.1240
34	 2389	  42	17.9	  15.7655	 6.8815
35	 2043	  13	22.7	  15.6811	 6.7467
36	 2490	  26	 9.9	  16.1208	 7.1536
37	 2492	  53	10.3	  16.2365	 6.2060
38	    0	   0	 0.0	   0.0000	 0.0000
