order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  199	 200	18.9	  15.3698	 6.5635
 1	  241	 199	15.5	  15.7810	 5.3284
 2	  427	 218	21.6	  15.9597	 6.2049
 3	  504	 206	21.9	  16.1145	 5.9825
 4	  538	 210	19.8	  16.2434	 5.4138
 5	  660	 214	21.5	  15.8649	 5.6377
 6	  746	 197	23.8	  16.0319	 5.7435
 7	  811	 181	23.8	  15.5891	 5.8348
 8	  836	 178	21.0	  16.0466	 6.0747
 9	  831	 147	17.6	  16.2661	 5.6334
10	 1051	 189	20.6	  15.9345	 6.1436
11	 1203	 186	20.5	  15.9213	 5.6907
12	 1283	 163	22.0	  15.7290	 7.0665
13	 1305	 136	22.4	  15.8719	 6.2193
14	 1402	 130	17.4	  16.0706	 5.9900
15	 1422	 131	17.7	  15.8774	 6.1152
16	 1564	 126	15.8	  16.0097	 5.5210
17	 1502	 138	15.9	  16.2116	 5.7009
18	 1748	 106	22.4	  15.8655	 5.9838
19	 1948	 128	20.3	  16.1050	 5.9683
20	 1956	 128	19.6	  15.4340	 6.0069
21	 2290	 124	21.6	  15.7835	 7.5126
22	 2255	 121	23.4	  16.1676	 6.2230
23	 2289	 120	21.8	  16.0660	 6.6203
24	 2363	 102	24.5	  16.0443	 6.4354
25	 2489	  90	19.9	  15.6577	 6.6036
26	 2620	  84	20.7	  15.8371	 6.7104
27	 2824	  85	16.0	  15.8316	 6.4152
28	 2838	  60	13.8	  16.3251	 6.2312
29	 2960	  56	11.7	  15.9113	 6.7703
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3434	  37	17.4	  15.7789	 6.1090
32	 3398	  85	17.1	  15.9222	 5.7381
33	 3774	  51	16.6	  15.9088	 6.0883
34	 3483	  42	17.7	  15.7728	 6.7892
35	 2980	  13	22.7	  15.6997	 6.4605
36	 3634	  26	 9.9	  15.9657	 6.6329
37	 3640	  53	10.4	  15.9957	 6.5013
38	    0	   0	 0.0	   0.0000	 0.0000
