order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  150	 200	18.0	  15.4467	 6.5382
 1	  184	 199	14.1	  15.9121	 5.2519
 2	  316	 218	21.2	  15.9170	 6.0743
 3	  369	 206	21.5	  16.2259	 6.0203
 4	  396	 210	19.8	  16.2885	 5.4970
 5	  487	 214	21.1	  15.8678	 5.8164
 6	  546	 197	23.7	  15.9021	 5.7191
 7	  595	 181	23.7	  15.5540	 5.8460
 8	  613	 178	20.9	  16.1078	 6.1450
 9	  610	 147	17.3	  16.1350	 5.5328
10	  772	 189	20.3	  15.9297	 6.1705
11	  886	 186	20.7	  15.9244	 5.6424
12	  942	 163	22.2	  15.7487	 6.9882
13	  962	 136	22.3	  15.9102	 6.1972
14	 1034	 130	17.6	  16.0835	 5.9096
15	 1053	 131	17.6	  16.0136	 6.1564
16	 1159	 126	15.6	  16.0523	 5.5798
17	 1113	 138	15.6	  16.0791	 5.7692
18	 1293	 106	22.0	  15.9160	 5.9830
19	 1442	 128	20.2	  15.9653	 6.0060
20	 1453	 128	19.4	  15.3921	 6.1507
21	 1700	 124	21.7	  15.8053	 7.6469
22	 1681	 121	23.1	  16.1247	 6.2689
23	 1695	 120	21.4	  16.0528	 6.5465
24	 1754	 102	24.6	  15.9757	 6.3975
25	 1843	  90	19.7	  15.8150	 6.6533
26	 1953	  84	20.6	  15.7247	 6.7184
27	 2091	  85	15.9	  15.8130	 6.3113
28	 2112	  60	13.5	  16.3682	 6.4001
29	 2200	  56	11.9	  15.7353	 6.7966
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2568	  37	17.7	  15.6440	 6.0839
32	 2527	  85	16.8	  15.8572	 5.8044
33	 2814	  51	16.8	  15.8990	 6.1989
34	 2605	  42	18.0	  15.7999	 6.8008
35	 2245	  13	22.1	  15.6787	 6.2658
36	 2717	  26	10.3	  16.1320	 6.9512
37	 2724	  53	10.5	  15.8755	 6.1865
38	    0	   0	 0.0	   0.0000	 0.0000
