order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  144	 200	17.0	  15.5772	 6.5403
 1	  171	 199	14.5	  15.8164	 5.3979
 2	  295	 218	20.9	  16.0367	 6.1696
 3	  344	 206	20.5	  16.4275	 5.9432
 4	  370	 210	18.6	  16.2757	 5.5835
 5	  451	 214	21.0	  16.0663	 5.8244
 6	  510	 197	23.0	  16.2353	 5.6720
 7	  551	 181	23.5	  15.7470	 5.9234
 8	  568	 178	20.8	  16.2662	 6.2041
 9	  563	 147	16.7	  16.1699	 5.6321
10	  714	 189	20.0	  15.9843	 6.2535
11	  817	 186	20.6	  16.0495	 5.5702
12	  872	 163	22.2	  15.9242	 6.9826
13	  889	 136	22.1	  16.0454	 6.1989
14	  957	 130	17.4	  16.3158	 5.9000
15	  972	 131	17.8	  16.1344	 5.9888
16	 1076	 126	15.4	  16.1932	 5.7136
17	 1034	 138	15.5	  16.4147	 5.6431
18	 1202	 106	21.8	  16.1022	 6.0298
19	 1335	 128	20.1	  16.1554	 5.9019
20	 1346	 128	19.2	  15.4683	 6.1263
21	 1564	 124	21.5	  15.9239	 7.4549
22	 1547	 121	22.8	  16.2022	 6.2873
23	 1571	 120	21.7	  16.2322	 6.4855
24	 1631	 102	24.5	  16.1643	 6.4824
25	 1704	  90	19.6	  15.7710	 6.5063
26	 1800	  84	20.4	  15.9667	 6.6596
27	 1941	  85	16.1	  15.8796	 6.3522
28	 1957	  60	13.6	  16.5512	 6.3622
29	 2049	  56	11.5	  16.1120	 6.9764
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2380	  37	17.4	  15.8650	 6.2172
32	 2342	  85	16.5	  16.0909	 5.9434
33	 2613	  51	16.6	  15.9297	 6.1901
34	 2405	  42	17.7	  15.9386	 6.8531
35	 2075	  13	23.0	  15.7926	 6.2490
36	 2521	  26	 9.8	  15.8785	 7.2115
37	 2514	  53	10.7	  16.0908	 6.2763
38	    0	   0	 0.0	   0.0000	 0.0000
