order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  241	 200	18.8	  15.5128	 6.5968
 1	  296	 199	16.4	  15.7591	 5.2715
 2	  531	 218	22.0	  16.1397	 6.0322
 3	  621	 206	22.2	  16.3196	 6.0164
 4	  662	 210	20.0	  16.4585	 5.5486
 5	  812	 214	21.5	  15.9709	 5.6625
 6	  916	 197	23.8	  16.1507	 5.6779
 7	  994	 181	23.8	  15.7407	 5.8447
 8	 1022	 178	20.8	  16.2275	 6.1036
 9	 1007	 147	17.4	  16.3576	 5.6716
10	 1282	 189	20.5	  16.0858	 6.1117
11	 1471	 186	20.6	  16.0402	 5.5976
12	 1556	 163	22.1	  15.8774	 7.0037
13	 1581	 136	22.6	  16.0720	 6.1560
14	 1704	 130	17.7	  16.3148	 6.0619
15	 1720	 131	17.8	  16.1017	 6.0816
16	 1880	 126	15.9	  16.1512	 5.5045
17	 1803	 138	15.9	  16.4187	 5.7028
18	 2107	 106	22.6	  16.1079	 5.9996
19	 2332	 128	20.5	  16.1894	 5.9726
20	 2342	 128	19.6	  15.5888	 5.9779
21	 2731	 124	21.6	  15.9390	 7.5067
22	 2691	 121	23.4	  16.2886	 6.1368
23	 2716	 120	21.8	  16.1850	 6.6096
24	 2799	 102	24.7	  16.2153	 6.4358
25	 2940	  90	20.1	  15.7589	 6.4607
26	 3098	  84	20.7	  15.9492	 6.7063
27	 3322	  85	16.1	  15.9791	 6.4954
28	 3332	  60	13.6	  16.4646	 6.3939
29	 3489	  56	11.7	  15.8857	 6.7166
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4028	  37	17.7	  15.9819	 6.1612
32	 3964	  85	16.7	  16.1843	 5.8412
33	 4384	  51	16.7	  16.1094	 6.2581
34	 4021	  42	17.9	  15.9790	 6.7823
35	 3444	  13	23.2	  15.9146	 6.4706
36	 4206	  26	 9.7	  16.0848	 7.1637
37	 4174	  53	10.4	  16.1662	 6.4266
38	    0	   0	 0.0	   0.0000	 0.0000
