order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  174	 200	17.9	  15.2266	 6.4062
 1	  213	 199	15.8	  15.7028	 5.3606
 2	  374	 218	22.0	  15.9604	 6.1500
 3	  436	 206	21.4	  16.1522	 5.9855
 4	  469	 210	19.6	  16.2654	 5.6023
 5	  574	 214	21.4	  15.8040	 5.7203
 6	  650	 197	23.8	  15.9816	 5.6600
 7	  708	 181	23.7	  15.5898	 5.8562
 8	  730	 178	20.8	  16.1823	 6.1296
 9	  725	 147	16.9	  16.1316	 5.7056
10	  915	 189	20.6	  16.0321	 6.0458
11	 1048	 186	20.5	  15.9270	 5.5857
12	 1117	 163	22.1	  15.7762	 7.1136
13	 1138	 136	22.3	  15.8971	 6.1783
14	 1222	 130	17.4	  16.1805	 5.9865
15	 1242	 131	17.6	  16.0485	 5.9828
16	 1362	 126	15.6	  15.8827	 5.6282
17	 1312	 138	15.6	  16.3545	 5.7699
18	 1533	 106	22.3	  16.0161	 5.9836
19	 1697	 128	20.2	  16.0611	 5.9076
20	 1711	 128	19.6	  15.3362	 6.0559
21	 1992	 124	21.6	  15.7731	 7.5214
22	 1973	 121	23.3	  16.2204	 6.2047
23	 1990	 120	21.6	  16.0768	 6.6152
24	 2066	 102	24.6	  16.0564	 6.5160
25	 2169	  90	19.8	  15.7099	 6.6670
26	 2286	  84	20.4	  15.8583	 6.6798
27	 2465	  85	16.0	  15.7714	 6.3929
28	 2477	  60	13.5	  16.5634	 6.3523
29	 2579	  56	12.0	  15.7581	 6.8827
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3003	  37	17.3	  15.8032	 6.1684
32	 2966	  85	16.9	  15.9045	 5.6892
33	 3292	  51	16.3	  15.8263	 6.1377
34	 3039	  42	18.1	  15.7977	 6.6078
35	 2623	  13	22.6	  15.5848	 6.5327
36	 3174	  26	 9.9	  15.9300	 6.8244
37	 3172	  53	10.2	  15.9530	 6.3298
38	    0	   0	 0.0	   0.0000	 0.0000
