order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  138	 200	17.1	  15.5109	 6.6771
 1	  164	 199	15.8	  16.3052	 5.0687
 2	  287	 218	21.5	  16.1845	 6.2779
 3	  334	 206	21.9	  16.3634	 5.9705
 4	  361	 210	19.8	  16.3855	 5.4803
 5	  439	 214	21.1	  16.0452	 5.7435
 6	  497	 197	24.0	  16.1131	 5.6522
 7	  539	 181	23.8	  15.7098	 5.8742
 8	  554	 178	21.0	  16.3503	 6.0532
 9	  553	 147	17.0	  16.2567	 5.5150
10	  701	 189	20.8	  16.0365	 6.1421
11	  801	 186	20.9	  16.1030	 5.5620
12	  856	 163	21.9	  15.9073	 7.0088
13	  864	 136	21.9	  15.9715	 6.2235
14	  934	 130	17.7	  16.2721	 5.8038
15	  947	 131	17.6	  16.0990	 5.9018
16	 1045	 126	15.4	  16.0861	 5.5426
17	 1003	 138	15.6	  16.3138	 5.7930
18	 1167	 106	22.2	  16.0864	 6.0336
19	 1296	 128	19.8	  16.1291	 6.0420
20	 1310	 128	19.1	  15.5161	 6.0808
21	 1526	 124	21.4	  15.8107	 7.7002
22	 1501	 121	23.0	  16.2924	 6.2989
23	 1520	 120	21.5	  16.1736	 6.5125
24	 1576	 102	24.5	  16.1485	 6.4246
25	 1651	  90	19.9	  15.8658	 6.6763
26	 1746	  84	20.5	  16.0081	 6.6983
27	 1872	  85	16.3	  15.9442	 6.5077
28	 1890	  60	13.5	  16.4089	 6.4598
29	 1970	  56	11.8	  15.9323	 6.6949
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2284	  37	17.4	  15.8888	 6.2218
32	 2254	  85	16.7	  16.1161	 5.8091
33	 2517	  51	16.4	  15.9520	 6.1809
34	 2336	  42	17.8	  16.0736	 7.1521
35	 2009	  13	22.0	  15.9268	 6.7091
36	 2441	  26	 9.7	  16.1874	 6.5522
37	 2437	  53	10.2	  16.1803	 6.5451
38	    0	   0	 0.0	   0.0000	 0.0000
