order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  139	 200	17.3	  15.3941	 6.2794
 1	  169	 199	14.6	  15.7925	 5.2974
 2	  290	 218	21.2	  16.0349	 6.0116
 3	  340	 206	21.5	  16.3340	 6.1009
 4	  365	 210	19.9	  16.2669	 5.4136
 5	  449	 214	21.2	  15.7857	 5.8339
 6	  508	 197	23.8	  16.0613	 5.6022
 7	  554	 181	23.4	  15.5754	 5.8725
 8	  571	 178	20.7	  16.2056	 6.1965
 9	  568	 147	17.3	  16.4124	 5.5076
10	  723	 189	20.6	  15.8145	 6.0710
11	  828	 186	21.0	  15.8866	 5.5548
12	  887	 163	22.3	  15.6442	 6.8933
13	  907	 136	21.9	  15.8471	 6.2092
14	  977	 130	17.5	  16.0943	 5.8628
15	  995	 131	17.6	  15.9602	 6.1005
16	 1095	 126	15.8	  15.9092	 5.5812
17	 1056	 138	15.5	  16.2218	 5.8651
18	 1233	 106	22.2	  15.8712	 6.0160
19	 1374	 128	20.2	  16.0777	 5.9318
20	 1374	 128	19.3	  15.3181	 6.0714
21	 1611	 124	21.5	  15.7524	 7.5576
22	 1596	 121	22.9	  16.0782	 6.2515
23	 1605	 120	21.6	  16.0301	 6.5777
24	 1663	 102	24.5	  16.0413	 6.4368
25	 1757	  90	19.8	  15.7537	 6.4811
26	 1850	  84	20.5	  15.7565	 6.6475
27	 1980	  85	15.9	  15.7796	 6.3269
28	 2010	  60	13.4	  16.2071	 6.4303
29	 2092	  56	11.8	  16.0766	 6.9304
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2424	  37	17.2	  15.6369	 6.0985
32	 2411	  85	16.9	  15.9481	 5.8252
33	 2670	  51	16.6	  15.8300	 6.1658
34	 2483	  42	17.6	  15.7389	 6.8767
35	 2124	  13	22.4	  15.7331	 6.1784
36	 2621	  26	 9.8	  16.0768	 7.1289
37	 2615	  53	10.9	  15.9349	 6.1172
38	    0	   0	 0.0	   0.0000	 0.0000
