order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  128	 200	17.5	  15.4669	 6.1557
 1	  153	 199	13.5	  16.1389	 5.5641
 2	  261	 218	20.6	  15.7286	 6.3097
 3	  305	 206	21.1	  16.1266	 6.0417
 4	  328	 210	19.5	  16.1075	 5.4008
 5	  404	 214	21.1	  15.7940	 5.7691
 6	  453	 197	23.4	  15.9083	 5.6902
 7	  496	 181	23.2	  15.6553	 5.9499
 8	  511	 178	20.6	  16.1999	 6.0286
 9	  510	 147	17.2	  16.0334	 5.7552
10	  647	 189	20.4	  15.9816	 6.2512
11	  742	 186	20.7	  15.8730	 5.6881
12	  793	 163	22.0	  15.7510	 7.0004
13	  809	 136	22.6	  15.8660	 6.1706
14	  875	 130	17.7	  16.0657	 5.8885
15	  889	 131	17.5	  15.8975	 6.1129
16	  982	 126	15.6	  15.8616	 5.3641
17	  944	 138	15.4	  16.2366	 5.8317
18	 1100	 106	22.0	  15.9490	 5.8920
19	 1221	 128	19.9	  16.0877	 6.0138
20	 1235	 128	19.3	  15.3659	 6.0208
21	 1435	 124	21.2	  15.7025	 7.5522
22	 1424	 121	23.3	  16.1659	 6.0946
23	 1446	 120	21.4	  16.0657	 6.5436
24	 1489	 102	24.4	  15.9752	 6.4213
25	 1562	  90	19.8	  15.6532	 6.5801
26	 1657	  84	20.5	  15.6993	 6.7778
27	 1778	  85	16.2	  15.9000	 6.2648
28	 1789	  60	13.4	  16.3253	 6.3206
29	 1881	  56	11.9	  15.7592	 6.7690
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2189	  37	17.1	  15.7199	 6.2112
32	 2158	  85	16.7	  15.9469	 5.8601
33	 2412	  51	16.6	  15.8609	 6.1936
34	 2232	  42	17.7	  15.8022	 6.7471
35	 1940	  13	21.8	  15.4031	 6.8553
36	 2341	  26	 9.7	  15.5204	 6.5693
37	 2339	  53	10.5	  16.0972	 6.3629
38	    0	   0	 0.0	   0.0000	 0.0000
