order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  138	 200	17.1	  15.6628	 6.2646
 1	  168	 199	14.1	  16.0086	 5.3665
 2	  289	 218	21.0	  16.0078	 6.2532
 3	  338	 206	21.3	  16.2454	 6.0556
 4	  361	 210	20.1	  16.3105	 5.4629
 5	  443	 214	21.4	  15.9519	 5.7870
 6	  499	 197	23.8	  16.1127	 5.6575
 7	  545	 181	23.9	  15.6686	 5.8465
 8	  559	 178	20.9	  16.2964	 6.1526
 9	  556	 147	17.2	  16.4535	 5.6974
10	  704	 189	20.6	  15.9767	 6.1123
11	  808	 186	20.9	  15.9895	 5.5710
12	  864	 163	22.3	  15.9160	 6.9496
13	  879	 136	22.2	  15.9937	 6.2573
14	  949	 130	17.9	  16.2180	 5.8673
15	  960	 131	17.7	  15.9889	 6.1007
16	 1062	 126	15.6	  16.0637	 5.6232
17	 1019	 138	15.6	  16.3149	 5.7479
18	 1192	 106	22.4	  16.0039	 6.0079
19	 1318	 128	19.9	  16.0962	 6.0075
20	 1335	 128	19.4	  15.5169	 6.0113
21	 1561	 124	21.4	  15.8886	 7.5277
22	 1539	 121	23.1	  16.2485	 6.2079
23	 1555	 120	21.4	  16.1884	 6.5913
24	 1609	 102	24.5	  16.1263	 6.3682
25	 1695	  90	19.6	  15.8144	 6.6480
26	 1790	  84	20.3	  15.8042	 6.6849
27	 1935	  85	15.8	  15.9360	 6.3986
28	 1947	  60	13.4	  16.4693	 6.3477
29	 2031	  56	11.7	  16.0202	 6.7373
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2357	  37	17.1	  15.7322	 6.2053
32	 2332	  85	16.9	  15.9839	 5.7612
33	 2585	  51	16.6	  15.8810	 6.2009
34	 2395	  42	17.4	  15.7983	 6.8525
35	 2054	  13	22.0	  15.8029	 6.6012
36	 2499	  26	10.0	  15.9146	 6.9995
37	 2497	  53	10.3	  15.9205	 6.5534
38	    0	   0	 0.0	   0.0000	 0.0000
