order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  136	 200	17.2	  15.3610	 6.3356
 1	  164	 199	14.2	  15.4545	 5.5548
 2	  285	 218	21.2	  15.8145	 6.1588
 3	  332	 206	21.3	  16.1767	 6.1049
 4	  356	 210	19.7	  16.3039	 5.4316
 5	  437	 214	21.5	  15.8009	 5.7387
 6	  493	 197	23.7	  16.0536	 5.6384
 7	  539	 181	23.7	  15.4716	 5.9377
 8	  555	 178	21.0	  16.0830	 6.0370
 9	  549	 147	17.2	  16.2648	 5.7131
10	  700	 189	20.7	  15.7157	 6.1504
11	  806	 186	20.7	  15.8109	 5.5943
12	  857	 163	22.1	  15.6689	 6.9542
13	  879	 136	22.3	  15.8333	 6.1572
14	  942	 130	17.7	  16.0537	 5.8631
15	  965	 131	17.4	  15.8652	 6.0308
16	 1057	 126	15.8	  16.0860	 5.5866
17	 1017	 138	16.1	  16.2272	 5.6462
18	 1188	 106	22.1	  15.8616	 5.9561
19	 1321	 128	20.3	  16.1114	 5.7924
20	 1330	 128	19.4	  15.4193	 6.0270
21	 1561	 124	21.6	  15.6583	 7.5812
22	 1541	 121	23.1	  16.1369	 6.2263
23	 1557	 120	21.4	  16.0443	 6.4878
24	 1618	 102	24.4	  15.9857	 6.5517
25	 1695	  90	20.2	  15.6134	 6.3825
26	 1794	  84	20.4	  15.7970	 6.6179
27	 1920	  85	16.0	  15.6788	 6.3689
28	 1944	  60	13.6	  16.2881	 6.2493
29	 2026	  56	11.8	  15.9050	 6.6861
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2350	  37	17.2	  15.8025	 5.9611
32	 2329	  85	16.7	  15.9510	 5.9157
33	 2579	  51	16.7	  15.8842	 6.1721
34	 2383	  42	17.8	  15.5663	 6.8300
35	 2047	  13	22.7	  15.6901	 6.4126
36	 2485	  26	 9.6	  15.8478	 7.2129
37	 2484	  53	10.8	  15.6577	 6.2755
38	    0	   0	 0.0	   0.0000	 0.0000
