order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  157	 200	18.2	  15.4186	 6.4804
 1	  192	 199	14.9	  15.7435	 5.1431
 2	  339	 218	21.6	  15.9126	 6.0465
 3	  395	 206	21.3	  16.2012	 6.1490
 4	  422	 210	19.6	  16.1451	 5.3975
 5	  523	 214	21.1	  15.9223	 5.7682
 6	  587	 197	23.9	  16.0597	 5.6647
 7	  645	 181	23.6	  15.6413	 5.9209
 8	  665	 178	20.9	  16.2141	 6.0638
 9	  660	 147	17.3	  16.1781	 5.5252
10	  839	 189	20.5	  15.9151	 5.9881
11	  966	 186	20.8	  15.8562	 5.6340
12	 1030	 163	22.1	  15.8188	 7.0880
13	 1051	 136	21.9	  16.0103	 6.2234
14	 1136	 130	17.6	  16.1325	 5.9553
15	 1154	 131	17.1	  15.8926	 6.1050
16	 1270	 126	15.5	  16.0027	 5.6035
17	 1226	 138	15.6	  16.2940	 5.7873
18	 1433	 106	22.3	  15.9105	 5.9622
19	 1590	 128	20.4	  16.0584	 5.8973
20	 1612	 128	19.2	  15.3499	 6.0854
21	 1878	 124	21.6	  15.7407	 7.5316
22	 1860	 121	23.4	  16.1490	 6.1781
23	 1882	 120	21.4	  16.0824	 6.7027
24	 1944	 102	24.6	  16.0585	 6.4293
25	 2054	  90	19.8	  15.7552	 6.6157
26	 2164	  84	20.5	  15.7893	 6.6802
27	 2331	  85	16.0	  15.6683	 6.2869
28	 2354	  60	13.6	  16.2407	 6.3095
29	 2459	  56	11.9	  15.8714	 6.7449
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2872	  37	17.5	  15.7435	 6.0854
32	 2834	  85	16.6	  15.9180	 5.8796
33	 3153	  51	16.4	  15.7971	 6.1459
34	 2913	  42	17.9	  15.8008	 6.7858
35	 2475	  13	23.0	  15.6501	 6.3858
36	 3058	  26	10.2	  15.7995	 6.6481
37	 3062	  53	10.5	  15.9072	 6.2597
38	    0	   0	 0.0	   0.0000	 0.0000
