order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  516	 200	20.5	  15.3678	 6.2131
 1	  638	 199	16.4	  15.7438	 5.3552
 2	 1149	 218	21.9	  15.8444	 6.1941
 3	 1347	 206	22.4	  16.0955	 5.9401
 4	 1443	 210	20.0	  16.2219	 5.5075
 5	 1773	 214	21.4	  15.8260	 5.6804
 6	 2006	 197	23.9	  15.9817	 5.6385
 7	 2169	 181	24.0	  15.5299	 5.8600
 8	 2239	 178	21.2	  16.1012	 6.0368
 9	 2217	 147	17.5	  16.2036	 5.6292
10	 2810	 189	20.6	  15.8611	 6.0817
11	 3220	 186	20.9	  15.8641	 5.5789
12	 3426	 163	22.2	  15.7572	 7.0273
13	 3496	 136	22.7	  15.8127	 6.2204
14	 3755	 130	17.8	  16.0492	 5.9490
15	 3809	 131	17.9	  15.9023	 6.0497
16	 4151	 126	16.0	  15.9668	 5.5976
17	 3977	 138	15.9	  16.1903	 5.7748
18	 4665	 106	22.8	  15.8794	 6.0018
19	 5188	 128	20.7	  15.9470	 5.9820
20	 5219	 128	19.9	  15.3192	 5.9352
21	 6100	 124	22.1	  15.7075	 7.5256
22	 6042	 121	23.9	  16.0941	 6.2325
23	 6111	 120	22.2	  16.0262	 6.5691
24	 6314	 102	25.2	  15.9644	 6.4471
25	 6652	  90	20.4	  15.5873	 6.5539
26	 7016	  84	20.9	  15.7892	 6.6434
27	 7573	  85	16.4	  15.7330	 6.4838
28	 7618	  60	14.1	  16.2599	 6.4525
29	 7993	  56	12.2	  15.7079	 6.7208
30	    0	   0	 0.0	   0.0000	 0.0000
31	 9272	  37	18.3	  15.6831	 6.1701
32	 9160	  85	17.3	  15.8715	 5.8611
33	10252	  51	17.2	  15.8188	 6.1885
34	 9373	  42	18.2	  15.7167	 7.0126
35	 8091	  13	23.2	  15.5109	 6.5432
36	 9789	  26	10.4	  15.8060	 6.9312
37	 9798	  53	11.0	  15.9099	 6.4047
38	    0	   0	 0.0	   0.0000	 0.0000
