order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  151	 200	18.0	  15.4988	 6.4253
 1	  184	 199	14.5	  15.7222	 5.4018
 2	  319	 218	20.9	  15.9344	 6.1926
 3	  373	 206	21.5	  16.1447	 5.9819
 4	  401	 210	19.4	  16.1383	 5.5646
 5	  490	 214	21.1	  15.7946	 5.8303
 6	  552	 197	23.6	  16.0126	 5.6198
 7	  603	 181	23.6	  15.5475	 5.9449
 8	  623	 178	21.1	  16.2818	 6.1736
 9	  614	 147	17.5	  16.2088	 5.7033
10	  784	 189	20.2	  15.9483	 6.1592
11	  899	 186	20.8	  15.8321	 5.5874
12	  963	 163	22.0	  15.7402	 7.1677
13	  979	 136	22.4	  15.8601	 6.1150
14	 1057	 130	17.3	  16.0572	 5.9557
15	 1075	 131	17.6	  15.9591	 6.1113
16	 1178	 126	15.4	  15.9964	 5.5802
17	 1135	 138	15.6	  16.1484	 5.7287
18	 1323	 106	22.1	  15.9007	 5.8485
19	 1469	 128	20.3	  16.0037	 5.9321
20	 1483	 128	19.3	  15.3168	 6.0466
21	 1727	 124	21.7	  15.6375	 7.6163
22	 1715	 121	23.4	  16.2214	 6.0639
23	 1731	 120	21.6	  16.0781	 6.6608
24	 1792	 102	24.6	  15.9978	 6.4407
25	 1879	  90	19.6	  15.7163	 6.5519
26	 1992	  84	20.4	  15.7695	 6.6851
27	 2133	  85	16.0	  15.7501	 6.3793
28	 2146	  60	13.8	  16.4203	 6.2377
29	 2245	  56	11.7	  15.6769	 6.8329
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2614	  37	17.7	  15.7351	 6.1721
32	 2596	  85	16.9	  15.9666	 5.7574
33	 2884	  51	16.5	  15.7847	 6.1076
34	 2652	  42	18.0	  15.8301	 6.6333
35	 2296	  13	22.2	  15.6088	 6.4201
36	 2814	  26	10.1	  15.8014	 7.1745
37	 2792	  53	10.8	  15.8009	 6.5334
38	    0	   0	 0.0	   0.0000	 0.0000
